"objetID,C,254","dateRefere,D","route,C,100","pr,C,10","depPr,C,10","concession,C,1","abs,N,24,15","cumul,N,24,15","x,N,24,15","y,N,24,15","z,N,24,15","cote,C,1","voie,N,10,0","accrochage,C,20","longueurd,N,10,0","longueurg,N,10,0","sectionnem,C,3","sectionn_1,C,15"
74201,02/01/2026,A0031,337,57,N,0,336059,"925664,6","6922906,03",0,G,0,ACCROCHE,0,997,57,GE DIRE
53983,02/01/2026,A0031,338,57,N,0,337056,"925572,03","6923893,53",0,G,0,ACCROCHE,0,1005,57,GE DIRE
11161,02/01/2026,A0031,339,57,N,0,338061,"925605,58","6924898,58",0,G,0,ACCROCHE,0,1014,57,GE DIRE
644,02/01/2026,A0031,340,57,N,0,339075,"925793,01","6925896,46",0,G,0,ACCROCHE,0,1000,57,GE DIRE
29408,02/01/2026,A0031,341,57,N,0,340075,"925855,69","6926894,05",0,G,0,ACCROCHE,0,996,57,GE DIRE
54732,02/01/2026,A0031,342,57,N,0,341071,"925815,12","6927889,12",0,G,0,ACCROCHE,0,1005,57,GE DIRE
60274,02/01/2026,A0031,343,57,N,0,342076,"925690,82","6928885,89",0,G,0,ACCROCHE,0,1000,57,GE DIRE
2666,02/01/2026,A0031,344,57,N,0,343076,"925826,4","6929892,26",0,G,0,ACCROCHE,0,1001,57,GE DIRE
70757,02/01/2026,A0031,345,57,N,0,344077,"926092,18","6930837,57",0,G,0,ACCROCHE,0,1005,57,GE DIRE
72333,02/01/2026,A0031,346,57,N,0,345082,"926212,52","6931831,13",0,G,0,ACCROCHE,0,982,57,GE DIRE
8025,02/01/2026,A0031,347,57,N,0,346064,"926301,64","6932817,18",0,G,0,ACCROCHE,0,1015,57,GE DIRE
36608,02/01/2026,A0031,348,57,N,0,347079,"926314,2","6933832,41",0,G,0,ACCROCHE,0,983,57,GE DIRE
63765,02/01/2026,A0033,0,54,N,0,0,"929584,27","6848798,07",0,D,0,ACCROCHE,1287,0,54,GE DIRE
53677,02/01/2026,A0033,1,54,N,0,1287,"929380,13","6847597,64",0,D,0,ACCROCHE,1001,0,54,GE DIRE
72189,02/01/2026,A0033,2,54,N,0,2288,"929615,6","6846624,06",0,D,0,ACCROCHE,1005,0,54,GE DIRE
74160,02/01/2026,A0033,3,54,N,0,3293,"929856,24","6845645,4",0,D,0,ACCROCHE,1005,0,54,GE DIRE
74270,02/01/2026,A0033,4,54,N,0,4298,"930094,35","6844671,34",0,D,0,ACCROCHE,1010,0,54,GE DIRE
38556,02/01/2026,A0033,5,54,N,0,5308,"930466,54","6843740,43",0,D,0,ACCROCHE,1015,0,54,GE DIRE
65082,02/01/2026,A0033,6,54,N,0,6323,"931235,56","6843091,73",0,D,0,ACCROCHE,1014,0,54,GE DIRE
39178,02/01/2026,A0033,7,54,N,0,7337,"932207,3","6842837,05",0,D,0,ACCROCHE,1001,0,54,GE DIRE
1279,02/01/2026,A0033,8,54,N,0,8338,"933193,61","6842641,91",0,D,0,ACCROCHE,987,0,54,GE DIRE
68613,02/01/2026,A0033,9,54,N,0,9325,"933724,26","6841932,08",0,D,0,ACCROCHE,973,0,54,GE DIRE
32995,02/01/2026,A0033,10,54,N,0,10298,"934383,81","6841174,68",0,D,0,ACCROCHE,1027,0,54,GE DIRE
62039,02/01/2026,A0033,11,54,N,0,11325,"935038,27","6840419,18",0,D,0,ACCROCHE,997,0,54,GE DIRE
9027,02/01/2026,A0033,12,54,N,0,12322,"935963,24","6840109,92",0,D,0,ACCROCHE,998,0,54,GE DIRE
15760,02/01/2026,A0033,13,54,N,0,13320,"936950,88","6840156,58",0,D,0,ACCROCHE,995,0,54,GE DIRE
55855,02/01/2026,A0033,14,54,N,0,14315,"937942,94","6840212,35",0,D,0,ACCROCHE,999,0,54,GE DIRE
21156,02/01/2026,A0033,15,54,N,0,15314,"938940,62","6840265,17",0,D,0,ACCROCHE,998,0,54,GE DIRE
74669,02/01/2026,A0033,16,54,N,0,16312,"939941,85","6840317,29",0,D,0,ACCROCHE,1004,0,54,GE DIRE
7684,02/01/2026,A0033,17,54,N,0,17316,"940935,51","6840366,83",0,D,0,ACCROCHE,992,0,54,GE DIRE
27165,02/01/2026,A0033,18,54,N,0,18308,"941901,92","6840196,98",0,D,0,ACCROCHE,996,0,54,GE DIRE
50501,02/01/2026,A0033,19,54,N,0,19304,"942874,95","6840450,27",0,D,0,ACCROCHE,999,0,54,GE DIRE
61214,02/01/2026,A0033,20,54,N,0,20303,"943868,04","6840389,46",0,D,0,ACCROCHE,998,0,54,GE DIRE
26767,02/01/2026,A0033,21,54,N,0,21301,"944855,42","6840292,64",0,D,0,ACCROCHE,1001,0,54,GE DIRE
6988,02/01/2026,A0033,22,54,N,0,22302,"945493,15","6839558,58",0,D,0,ACCROCHE,995,0,54,GE DIRE
40133,02/01/2026,A0033,23,54,N,0,23297,"945855,97","6838649,98",0,D,0,ACCROCHE,992,0,54,GE DIRE
18960,02/01/2026,A0033,24,54,N,0,24289,"946802,65","6838756,89",0,D,0,ACCROCHE,998,0,54,GE DIRE
43224,02/01/2026,A0033,25,54,N,0,25287,"947747,17","6839073,97",0,D,0,ACCROCHE,998,0,54,GE DIRE
1357,02/01/2026,A0033,0,54,N,0,0,"929659,67","6848853,07",0,G,0,ACCROCHE,0,1375,54,GE DIRE
28143,02/01/2026,A0033,1,54,N,0,1375,"929391,11","6847600,23",0,G,0,ACCROCHE,0,1002,54,GE DIRE
10046,02/01/2026,A0033,2,54,N,0,2377,"929624,38","6846626,23",0,G,0,ACCROCHE,0,1004,54,GE DIRE
26018,02/01/2026,A0033,3,54,N,0,3381,"929864,99","6845647,58",0,G,0,ACCROCHE,0,1003,54,GE DIRE
40071,02/01/2026,A0033,4,54,N,0,4384,"930103,23","6844673,51",0,G,0,ACCROCHE,0,1007,54,GE DIRE
70893,02/01/2026,A0033,5,54,N,0,5391,"930473,84","6843745,64",0,G,0,ACCROCHE,0,1010,54,GE DIRE
31000,02/01/2026,A0033,6,54,N,0,6401,"931240,37","6843102,86",0,G,0,ACCROCHE,0,1005,54,GE DIRE
55728,02/01/2026,A0033,7,54,N,0,7406,"932209,27","6842847,22",0,G,0,ACCROCHE,0,1006,54,GE DIRE
18811,02/01/2026,A0033,8,54,N,0,8412,"933195,64","6842652,21",0,G,0,ACCROCHE,0,1000,54,GE DIRE
71980,02/01/2026,A0033,9,54,N,0,9412,"933733,48","6841937,7",0,G,0,ACCROCHE,0,1001,54,GE DIRE
34937,02/01/2026,A0033,10,54,N,0,10413,"934392,49","6841181,9",0,G,0,ACCROCHE,0,1003,54,GE DIRE
23567,02/01/2026,A0033,11,54,N,0,11416,"935045,63","6840426,19",0,G,0,ACCROCHE,0,994,54,GE DIRE
3512,02/01/2026,A0033,12,54,N,0,12410,"935962,67","6840120,67",0,G,0,ACCROCHE,0,998,54,GE DIRE
34547,02/01/2026,A0033,13,54,N,0,13408,"936948,98","6840172,08",0,G,0,ACCROCHE,0,997,54,GE DIRE
36276,02/01/2026,A0033,14,54,N,0,14405,"937942,38","6840223,45",0,G,0,ACCROCHE,0,999,54,GE DIRE
12071,02/01/2026,A0033,15,54,N,0,15404,"938940,05","6840275,7",0,G,0,ACCROCHE,0,999,54,GE DIRE
44921,02/01/2026,A0033,16,54,N,0,16403,"939941,32","6840327,69",0,G,0,ACCROCHE,0,1002,54,GE DIRE
14898,02/01/2026,A0033,17,54,N,0,17405,"940935,3","6840377,39",0,G,0,ACCROCHE,0,995,54,GE DIRE
60043,02/01/2026,A0033,18,54,N,0,18400,"941901,55","6840208,27",0,G,0,ACCROCHE,0,997,54,GE DIRE
26111,02/01/2026,A0033,19,54,N,0,19397,"942873,55","6840461,07",0,G,0,ACCROCHE,0,999,54,GE DIRE
22176,02/01/2026,A0033,20,54,N,0,20396,"943868,25","6840401,18",0,G,0,ACCROCHE,0,1000,54,GE DIRE
41291,02/01/2026,A0033,21,54,N,0,21396,"944859,22","6840304,03",0,G,0,ACCROCHE,0,1006,54,GE DIRE
16108,02/01/2026,A0033,22,54,N,0,22402,"945505,54","6839561,33",0,G,0,ACCROCHE,0,994,54,GE DIRE
10490,02/01/2026,A0033,23,54,N,0,23396,945863,"6838659,91",0,G,0,ACCROCHE,0,990,54,GE DIRE
63561,02/01/2026,A0033,24,54,N,0,24386,"946798,76","6838767,04",0,G,0,ACCROCHE,0,998,54,GE DIRE
36730,02/01/2026,A0033,25,54,N,0,25384,"947744,71","6839083,85",0,G,0,ACCROCHE,0,997,54,GE DIRE
42534,02/01/2026,A0313,0,54,N,0,0,"926677,96","6869580,31",0,D,0,ACCROCHE,1000,0,54,GE DIRE
2224,02/01/2026,A0313,1,54,N,0,1000,"925857,66","6870075,61",0,D,0,ACCROCHE,700,0,54,GE DIRE
33794,02/01/2026,A0313,0,54,N,0,0,"926684,56","6869568,14",0,G,0,ACCROCHE,0,1000,54,GE DIRE
44206,02/01/2026,A0313,1,54,N,0,1000,"925850,42","6870068,29",0,G,0,ACCROCHE,0,700,54,GE DIRE
38636,02/01/2026,A0330,0,54,N,0,0,"934739,67","6844995,55",0,D,0,ACCROCHE,978,0,54,DIRE
43756,02/01/2026,A0330,1,54,N,0,978,"934409,83",6844085,0,D,0,ACCROCHE,990,0,54,DIRE
24492,02/01/2026,A0330,2,54,N,0,1968,"934297,08","6843108,45",0,D,0,ACCROCHE,1008,0,54,DIRE
4132,02/01/2026,A0330,3,54,N,0,2976,"934359,88","6842103,91",0,D,0,ACCROCHE,998,0,54,DIRE
61966,02/01/2026,A0330,4,54,N,0,3974,934536,"6841125,7",0,D,0,ACCROCHE,1037,0,54,DIRE
40898,02/01/2026,A0330,5,54,N,0,5011,"934375,2","6840114,51",0,D,0,ACCROCHE,997,0,54,DIRE
58991,02/01/2026,A0330,6,54,N,0,6008,"934079,71","6839166,36",0,D,0,ACCROCHE,993,0,54,DIRE
28357,02/01/2026,A0330,7,54,N,0,7001,"933843,37","6838196,08",0,D,0,ACCROCHE,1001,0,54,DIRE
24075,02/01/2026,A0330,8,54,N,0,8002,933843,"6837210,1",0,D,0,ACCROCHE,997,0,54,DIRE
19368,02/01/2026,A0330,9,54,N,0,8999,"934269,51","6836325,73",0,D,0,ACCROCHE,1000,0,54,DIRE
34193,02/01/2026,A0330,0,54,N,0,0,"934749,78","6844991,85",0,G,0,ACCROCHE,0,978,54,DIRE
55677,02/01/2026,A0330,1,54,N,0,978,"934421,18","6844080,59",0,G,0,ACCROCHE,0,985,54,DIRE
50602,02/01/2026,A0330,2,54,N,0,1963,"934316,04","6843108,38",0,G,0,ACCROCHE,0,1002,54,DIRE
3084,02/01/2026,A0330,3,54,N,0,2965,"934378,71","6842106,34",0,G,0,ACCROCHE,0,997,54,DIRE
49211,02/01/2026,A0330,4,54,N,0,3962,"934547,85","6841128,18",0,G,0,ACCROCHE,0,1045,54,DIRE
72309,02/01/2026,A0330,5,54,N,0,5007,"934386,79","6840110,86",0,G,0,ACCROCHE,0,998,54,DIRE
6088,02/01/2026,A0330,6,54,N,0,6005,"934091,24","6839162,75",0,G,0,ACCROCHE,0,992,54,DIRE
44534,02/01/2026,A0330,7,54,N,0,6997,"933854,99","6838194,47",0,G,0,ACCROCHE,0,993,54,DIRE
50529,02/01/2026,A0330,8,54,N,0,7990,"933854,42","6837213,37",0,G,0,ACCROCHE,0,998,54,DIRE
29026,02/01/2026,A0330,9,54,N,0,8988,"934281,32","6836327,21",0,G,0,ACCROCHE,0,1000,54,DIRE
31516,02/01/2026,N0004,0,51,N,0,0,"734226,77","6845222,1",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
19577,02/01/2026,N0004,1,51,N,0,1000,"735039,95","6845791,77",0,I,0,ACCROCHE,998,998,51,GE DIRE
14861,02/01/2026,N0004,2,51,N,0,1998,"735981,2","6846074,85",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
63934,02/01/2026,N0004,3,51,N,0,2998,"736962,9","6846275,43",0,I,0,ACCROCHE,992,992,51,GE DIRE
21897,02/01/2026,N0004,4,51,N,0,3990,"737939,38","6846475,78",0,I,0,ACCROCHE,1007,1007,51,GE DIRE
14401,02/01/2026,N0004,5,51,N,0,4997,"738920,45","6846676,3",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
37401,02/01/2026,N0004,6,51,N,0,5997,"739895,76","6846729,09",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
64508,02/01/2026,N0004,7,51,N,0,6998,"740846,32","6846816,08",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
48347,02/01/2026,N0004,8,51,N,0,7999,"741531,87","6847513,27",0,I,0,ACCROCHE,998,995,51,GE DIRE
38217,02/01/2026,N0004,9,51,N,0,8997,"742467,17","6847854,42",0,D,0,ACCROCHE,998,0,51,GE DIRE
64533,02/01/2026,N0004,10,51,N,0,9995,"743436,8","6848076,78",0,D,0,ACCROCHE,1008,0,51,GE DIRE
59494,02/01/2026,N0004,11,51,N,0,11003,"744444,64","6848140,58",0,D,0,ACCROCHE,996,0,51,GE DIRE
2141,02/01/2026,N0004,12,51,N,0,11999,"745435,51","6848096,73",0,D,0,ACCROCHE,993,0,51,GE DIRE
11925,02/01/2026,N0004,13,51,N,0,12992,746426,"6848012,58",0,D,0,ACCROCHE,997,0,51,GE DIRE
66398,02/01/2026,N0004,14,51,N,0,13989,"747424,37","6847927,54",0,D,0,ACCROCHE,998,0,51,GE DIRE
54541,02/01/2026,N0004,15,51,N,0,14987,"748410,66","6847843,57",0,D,0,ACCROCHE,2040,0,51,GE DIRE
56583,02/01/2026,N0004,17,51,N,0,17027,"750443,91","6847665,45",0,D,0,ACCROCHE,996,0,51,GE DIRE
44756,02/01/2026,N0004,18,51,N,0,18023,"751428,34","6847560,37",0,D,0,ACCROCHE,1007,0,51,GE DIRE
17932,02/01/2026,N0004,19,51,N,0,19030,"752378,37","6847779,66",0,D,0,ACCROCHE,996,0,51,GE DIRE
71277,02/01/2026,N0004,20,51,N,0,20026,"753293,53","6848111,51",0,D,0,ACCROCHE,996,0,51,GE DIRE
48188,02/01/2026,N0004,21,51,N,0,21022,"754089,26","6847582,15",0,D,0,ACCROCHE,1006,0,51,GE DIRE
16201,02/01/2026,N0004,22,51,N,0,22028,"754746,75","6846856,38",0,D,0,ACCROCHE,1005,0,51,GE DIRE
52697,02/01/2026,N0004,23,51,N,0,23033,"755734,96","6846849,18",0,I,0,ACCROCHE,999,999,51,GE DIRE
74692,02/01/2026,N0004,24,51,N,0,24032,"756726,65","6846969,41",0,I,0,ACCROCHE,1006,1006,51,GE DIRE
73338,02/01/2026,N0004,25,51,N,0,25038,"757724,31","6847089,96",0,I,0,ACCROCHE,997,997,51,GE DIRE
59800,02/01/2026,N0004,26,51,N,0,26035,"758715,01","6847209,4",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
45117,02/01/2026,N0004,27,51,N,0,27035,"759707,7","6847328,99",0,I,0,ACCROCHE,1004,1004,51,GE DIRE
28149,02/01/2026,N0004,28,51,N,0,28039,"760704,93","6847448,22",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
46380,02/01/2026,N0004,29,51,N,0,29040,"761698,16","6847566,66",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
59958,02/01/2026,N0004,30,51,N,0,30040,"762691,68","6847687,21",0,I,0,ACCROCHE,999,999,51,GE DIRE
18769,02/01/2026,N0004,31,51,N,0,31039,"763683,77","6847807,38",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
24989,02/01/2026,N0004,32,51,N,0,32039,"764676,24","6847926,61",0,I,0,ACCROCHE,999,999,51,GE DIRE
51976,02/01/2026,N0004,33,51,N,0,33038,"765669,33","6848039,56",0,D,0,ACCROCHE,1000,0,51,GE DIRE
25671,02/01/2026,N0004,34,51,N,0,34038,"766663,38","6848154,93",0,D,0,ACCROCHE,1000,0,51,GE DIRE
72084,02/01/2026,N0004,35,51,N,0,35038,"767632,1","6848365,7",0,D,0,ACCROCHE,1006,0,51,GE DIRE
10564,02/01/2026,N0004,36,51,N,0,36044,"768600,61","6848587,24",0,I,0,ACCROCHE,999,999,51,GE DIRE
26970,02/01/2026,N0004,37,51,N,0,37043,"769472,05","6849075,2",0,I,0,ACCROCHE,1004,1000,51,GE DIRE
19016,02/01/2026,N0004,38,51,N,0,38047,"770351,65","6849559,11",0,D,0,ACCROCHE,1002,0,51,GE DIRE
5755,02/01/2026,N0004,39,51,N,0,39049,"771274,9","6849861,19",0,D,0,ACCROCHE,1000,0,51,GE DIRE
28513,02/01/2026,N0004,40,51,N,0,40049,"772267,44","6849837,56",0,D,0,ACCROCHE,999,0,51,GE DIRE
1544,02/01/2026,N0004,41,51,N,0,41048,"773135,4","6850347,22",0,D,0,ACCROCHE,1003,0,51,GE DIRE
9893,02/01/2026,N0004,42,51,N,0,42051,"774025,91","6850744,49",0,D,0,ACCROCHE,1005,0,51,GE DIRE
51841,02/01/2026,N0004,43,51,N,0,43056,"775023,11","6850641,65",0,I,0,ACCROCHE,998,998,51,GE DIRE
71957,02/01/2026,N0004,44,51,N,0,44054,"776010,23","6850510,79",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
74527,02/01/2026,N0004,45,51,N,0,45055,"777002,68","6850379,66",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
4622,02/01/2026,N0004,46,51,N,0,46055,"777994,2","6850248,02",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
21036,02/01/2026,N0004,47,51,N,0,47055,"778984,81","6850116,61",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
67093,02/01/2026,N0004,48,51,N,0,48056,"779975,82","6849984,6",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
7389,02/01/2026,N0004,49,51,N,0,49056,"780967,45","6849851,97",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
23343,02/01/2026,N0004,50,51,N,0,50057,"781958,17","6849718,91",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
46068,02/01/2026,N0004,51,51,N,0,51057,782949,"6849588,2",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
27542,02/01/2026,N0004,52,51,N,0,52057,"783941,49","6849468,46",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
61775,02/01/2026,N0004,53,51,N,0,53057,"784949,49","6849337,19",0,D,0,ACCROCHE,1001,0,51,GE DIRE
30105,02/01/2026,N0004,54,51,N,0,54058,"785934,46","6849220,24",0,D,0,ACCROCHE,1001,0,51,GE DIRE
14906,02/01/2026,N0004,55,51,N,0,55059,"786922,71","6849102,01",0,D,0,ACCROCHE,1094,0,51,GE DIRE
49886,02/01/2026,N0004,56,51,N,0,56153,"787988,47","6848889,22",0,D,0,ACCROCHE,999,0,51,GE DIRE
66672,02/01/2026,N0004,57,51,N,0,57152,"788962,13","6848740,99",0,D,0,ACCROCHE,1012,0,51,GE DIRE
16772,02/01/2026,N0004,58,51,N,0,58164,"789977,34","6848721,09",0,D,0,ACCROCHE,999,0,51,GE DIRE
52880,02/01/2026,N0004,59,51,N,0,59163,"790967,67","6848657,92",0,D,0,ACCROCHE,992,0,51,GE DIRE
70606,02/01/2026,N0004,60,51,N,0,60155,"791960,79","6848709,29",0,D,0,ACCROCHE,1003,0,51,GE DIRE
31884,02/01/2026,N0004,61,51,N,0,61158,"792954,36","6848825,87",0,I,0,ACCROCHE,999,999,51,GE DIRE
67575,02/01/2026,N0004,62,51,N,0,62157,"793948,7","6848930,78",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
39614,02/01/2026,N0004,63,51,N,0,63158,"794943,79","6849036,43",0,I,0,ACCROCHE,1002,1002,51,GE DIRE
20574,02/01/2026,N0004,64,51,N,0,64160,"795939,01","6849143,59",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
31590,02/01/2026,N0004,65,51,N,0,65161,"796934,8",6849250,0,I,0,ACCROCHE,1001,1001,51,GE DIRE
8740,02/01/2026,N0004,66,51,N,0,66162,"797930,36","6849355,86",0,I,0,ACCROCHE,1002,1002,51,GE DIRE
29571,02/01/2026,N0004,67,51,N,0,67164,"798926,84","6849462,86",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
68845,02/01/2026,N0004,68,51,N,0,68165,"799922,56","6849568,85",0,I,0,ACCROCHE,992,992,51,GE DIRE
5787,02/01/2026,N0004,69,51,N,0,69157,"800909,71","6849674,52",0,I,0,ACCROCHE,1008,1008,51,GE DIRE
53062,02/01/2026,N0004,70,51,N,0,70165,"801910,87","6849781,66",0,I,0,ACCROCHE,1005,1005,51,GE DIRE
26253,02/01/2026,N0004,71,51,N,0,71170,"802909,39","6849889,13",0,I,0,ACCROCHE,1002,1002,51,GE DIRE
31236,02/01/2026,N0004,72,51,N,0,72172,"803906,65","6849995,3",0,I,0,ACCROCHE,995,995,51,GE DIRE
64864,02/01/2026,N0004,73,51,N,0,73167,"804896,66","6850101,18",0,I,0,ACCROCHE,1005,1005,51,GE DIRE
40064,02/01/2026,N0004,74,51,N,0,74172,"805897,15","6850209,54",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
73720,02/01/2026,N0004,75,51,N,0,75172,"806892,21","6850281,21",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
51639,02/01/2026,N0004,76,51,N,0,76172,"807893,59","6850291,29",0,I,0,ACCROCHE,1003,1003,51,GE DIRE
3683,02/01/2026,N0004,77,51,N,0,77175,"808897,3","6850300,49",0,I,0,ACCROCHE,1002,1002,51,GE DIRE
65617,02/01/2026,N0004,78,51,N,0,78177,"809899,07","6850309,56",0,I,0,ACCROCHE,994,994,51,GE DIRE
69268,02/01/2026,N0004,79,51,N,0,79171,"810893,98","6850320,05",0,I,0,ACCROCHE,1009,1009,51,GE DIRE
64368,02/01/2026,N0004,80,51,N,0,80180,"811903,59","6850330,77",0,I,0,ACCROCHE,1001,1001,51,GE DIRE
18872,02/01/2026,N0004,81,51,N,0,81181,"812853,88","6850055,11",0,I,0,ACCROCHE,1004,1004,51,GE DIRE
58069,02/01/2026,N0004,82,51,N,0,82185,"813780,46","6849667,54",0,I,0,ACCROCHE,1019,1020,51,GE DIRE
28565,02/01/2026,N0004,83,51,N,0,83204,"814706,43","6849279,93",0,I,0,ACCROCHE,1000,1000,51,GE DIRE
30031,02/01/2026,N0004,84,51,N,0,84204,"815629,3","6848893,51",0,I,0,ACCROCHE,1465,1452,51,GE DIRE
36797,02/01/2026,N0004,85,51,N,0,85669,"817099,64","6850103,93",0,I,0,ACCROCHE,1068,1058,51,GE DIRE
50552,02/01/2026,N0004,86,51,N,0,86737,"818102,93","6849733,61",0,D,0,ACCROCHE,1068,0,51,GE DIRE
58271,02/01/2026,N0004,87,51,N,0,87805,"818995,05","6849157,5",0,D,0,ACCROCHE,1056,0,51,GE DIRE
5863,02/01/2026,N0004,88,51,N,0,88861,"819668,96","6848345,54",0,I,0,ACCROCHE,1055,1055,51,GE DIRE
3957,02/01/2026,N0004,89,51,N,0,89916,"820240,49","6847489,37",0,I,0,ACCROCHE,1085,1081,51,GE DIRE
22162,02/01/2026,N0004,90,51,N,0,91001,"821058,4","6846771,89",0,D,0,ACCROCHE,1003,0,51,GE DIRE
5988,02/01/2026,N0004,91,51,N,0,92004,"821992,29","6846407,22",0,I,0,ACCROCHE,998,998,51,GE DIRE
28881,02/01/2026,N0004,92,51,N,0,93002,"822917,69","6846030,78",0,D,0,ACCROCHE,1005,0,51,GE DIRE
34816,02/01/2026,N0004,93,51,N,0,94007,"823852,05","6845659,6",0,D,0,ACCROCHE,1003,0,51,GE DIRE
51279,02/01/2026,N0004,94,51,N,0,95010,"824784,76","6845289,71",0,D,0,ACCROCHE,999,0,51,GE DIRE
60468,02/01/2026,N0004,95,51,N,0,96009,"825715,12","6844921,27",0,D,0,ACCROCHE,1006,0,51,GE DIRE
67087,02/01/2026,N0004,96,51,N,0,97015,"826671,29","6844614,74",0,D,0,ACCROCHE,997,0,51,GE DIRE
50994,02/01/2026,N0004,97,51,N,0,98012,"827598,86","6844259,03",0,D,0,ACCROCHE,1002,0,51,GE DIRE
16491,02/01/2026,N0004,98,51,N,0,99014,"828497,67","6843813,67",0,D,0,ACCROCHE,1000,0,51,GE DIRE
44638,02/01/2026,N0004,99,51,N,0,100014,"829394,56","6843367,95",0,D,0,ACCROCHE,1000,0,51,GE DIRE
39212,02/01/2026,N0004,100,51,N,0,101014,"830289,52","6842924,01",0,D,0,ACCROCHE,964,0,51,GE DIRE
52913,02/01/2026,N0004,0,52,N,0,101978,"831153,38","6842495,69",0,D,0,ACCROCHE,999,0,52,GE DIRE
59770,02/01/2026,N0004,1,52,N,0,102977,"832047,95","6842053,32",0,D,0,ACCROCHE,1000,0,52,GE DIRE
12859,02/01/2026,N0004,2,52,N,0,103977,"832939,52","6841611,81",0,D,0,ACCROCHE,991,0,52,GE DIRE
6740,02/01/2026,N0004,3,52,N,0,104968,"833812,86","6841139,34",0,D,0,ACCROCHE,1096,0,52,GE DIRE
23956,02/01/2026,N0004,4,52,N,0,106064,"834794,81","6840775,52",0,D,0,ACCROCHE,990,0,52,GE DIRE
72828,02/01/2026,N0004,5,52,N,0,107054,"835762,86","6840613,52",0,D,0,ACCROCHE,996,0,52,GE DIRE
51565,02/01/2026,N0004,6,52,N,0,108050,"836724,84","6840352,75",0,D,0,ACCROCHE,1002,0,52,GE DIRE
2873,02/01/2026,N0004,7,52,N,0,109052,"837705,53","6840158,08",0,D,0,ACCROCHE,999,0,52,GE DIRE
15523,02/01/2026,N0004,8,52,N,0,110051,"838688,72","6839967,6",0,D,0,ACCROCHE,999,0,52,GE DIRE
16268,02/01/2026,N0004,9,52,N,0,111050,"839668,85","6839777,77",0,D,0,ACCROCHE,999,0,52,GE DIRE
71354,02/01/2026,N0004,10,52,N,0,112049,"840649,11","6839579,6",0,D,0,ACCROCHE,1000,0,52,GE DIRE
65290,02/01/2026,N0004,11,52,N,0,113049,"841524,88","6839168,81",0,D,0,ACCROCHE,1000,0,52,GE DIRE
70806,02/01/2026,N0004,12,52,N,0,114049,"842104,73","6838357,73",0,D,0,ACCROCHE,1000,0,52,GE DIRE
58932,02/01/2026,N0004,13,52,N,0,115049,"842844,01","6837688,75",0,D,0,ACCROCHE,1000,0,52,GE DIRE
54078,02/01/2026,N0004,14,52,N,0,116049,"843777,79","6837401,92",0,D,0,ACCROCHE,1000,0,52,GE DIRE
27669,02/01/2026,N0004,15,52,N,0,117049,"844764,24","6837552,08",0,D,0,ACCROCHE,1000,0,52,GE DIRE
66727,02/01/2026,N0004,16,52,N,0,118049,"845754,85","6837416,09",0,D,0,ACCROCHE,1000,0,52,GE DIRE
9721,02/01/2026,N0004,17,52,N,0,119049,"846622,99","6837768,43",0,D,0,ACCROCHE,788,0,52,GE DIRE
8810,02/01/2026,N0004,0,55,N,0,119837,"847232,47","6838256,97",0,D,0,ACCROCHE,1000,0,55,GE DIRE
51474,02/01/2026,N0004,1,55,N,0,120837,"847942,77","6838931,68",0,D,0,ACCROCHE,243,0,55,GE DIRE
60980,02/01/2026,N0004,2,55,N,0,121080,"848029,93","6839156,92",0,D,0,ACCROCHE,940,0,55,GE DIRE
22581,02/01/2026,N0004,3,55,N,0,122020,"848740,06","6839675,09",0,D,0,ACCROCHE,1000,0,55,GE DIRE
41850,02/01/2026,N0004,4,55,N,0,123020,"849730,64","6839580,86",0,D,0,ACCROCHE,1000,0,55,GE DIRE
64090,02/01/2026,N0004,5,55,N,0,124020,"850724,58","6839725,24",0,D,0,ACCROCHE,1000,0,55,GE DIRE
4519,02/01/2026,N0004,6,55,N,0,125020,"851707,25","6839897,77",0,D,0,ACCROCHE,1000,0,55,GE DIRE
15388,02/01/2026,N0004,7,55,N,0,126020,"852638,7","6840203,98",0,D,0,ACCROCHE,1000,0,55,GE DIRE
